sequence	layer	file	key_field	stable_key	field	expected_before	after	runtime_byte_change	counts_toward_residual	original_pass9_residual	authority_tier	authority_type	source_locator	source_record_sha256	wiki_locator	wiki_record_sha256	note
620	pass19	cardMagiaMap.json	dict_key	90134	shortDescription	对敌方全体造成伤害[Ⅶ] & HP回复(我方全体) & 攻击力提升(我方全体/3T)	对敌方全体造成伤害[Ⅶ] & HP回复(我方全体) & 攻击力提升(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90134/shortDescription/baseline	c70114e8d623da8b98a82fddecd272e9a784306abbe2aafe8c6e02940d67a4a1			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
621	pass19	cardMagiaMap.json	dict_key	90138	shortDescription	对敌方全体造成属性强化伤害[Ⅹ] & MP自动回复(我方全体/3T)	对敌方全体造成属性强化伤害[Ⅹ] & MP自动回复(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90138/shortDescription/baseline	1978b1beaa2706a257d72ed1c6ba8d8bfb3a36987920059867376f900d19a2e3			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
622	pass19	cardMagiaMap.json	dict_key	90143	shortDescription	对敌方全体造成伤害 & 束缚(敌方全体/1T)	对敌方全体造成伤害 & 束缚(敌方全体/1T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90143/shortDescription/baseline	74de52b4da6bd930abcbb952f93e7c68b719d567935ba23aa344bb1599ff37fd			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
623	pass19	cardMagiaMap.json	dict_key	90156	shortDescription	对敌方全体造成伤害[Ⅵ] & 束缚(敌方全体/1T)	对敌方全体造成伤害[Ⅵ] & 束缚(敌方全体/1T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90156/shortDescription/baseline	4b2fe3291abf8853f4ce60a4937aeb66b289a9fff073fec0526202c1e3235e2d			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
624	pass19	cardMagiaMap.json	dict_key	90171	shortDescription	对敌方单体造成伤害 & 概率反击(我方全体/3T)	对敌方单体造成伤害 & 概率反击(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90171/shortDescription/baseline	44880dbc8a8a4da32fdc5bc3d2963e15a77e630a8cef706552c970274e019d97			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
625	pass19	cardMagiaMap.json	dict_key	90176	shortDescription	对敌方全体造成伤害 & 概率赋予束缚(敌方全体/1T)	对敌方全体造成伤害 & 概率赋予束缚(敌方全体/1T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90176/shortDescription/baseline	ac570348819d3837898b58ba667cd3c2e2a6bb2fcaa770e8d7f20a30269d8fcd			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
626	pass19	cardMagiaMap.json	dict_key	90178	shortDescription	对敌方全体造成伤害 & 概率赋予毒(敌方全体/3T) & 概率赋予黑暗、束缚、技能封印(敌方全体/1T)	对敌方全体造成伤害 & 概率赋予毒(敌方全体/3T) & 概率赋予黑暗、束缚、技能封印(敌方全体/1T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90178/shortDescription/baseline	bba9aab13fb21105713a28cb312815330e079a77a49b09ab682460cdde7c50a4			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
627	pass19	cardMagiaMap.json	dict_key	90180	shortDescription	对敌方全体造成伤害 & Blast 伤害提升(我方全体/3T)	对敌方全体造成伤害 & Blast 伤害提升(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90180/shortDescription/baseline	3ed17de9a08aec3bba7fca6b01850b303780832ed00b30d45122f8c2c8ece419			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
628	pass19	cardMagiaMap.json	dict_key	90184	shortDescription	对敌方全体造成伤害 & 复活	对敌方全体造成伤害 & 复活	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90184/shortDescription/baseline	e43d6adb3d453c8feb190a4f1677491dacf80a8bb8577c2b64498b58e4e3e6bd			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
629	pass19	cardMagiaMap.json	dict_key	90186	shortDescription	对敌方全体造成伤害 & 防御力提升(我方全体/3T) & 伤害削减(我方全体/3T)	对敌方全体造成伤害 & 防御力提升(我方全体/3T) & 伤害削减(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90186/shortDescription/baseline	2a815c10173f2576a52258c630c1c5bf57d879da5c822fe35133b1e3d425d058			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
630	pass19	cardMagiaMap.json	dict_key	90187	shortDescription	对敌方全体造成伤害 & MP回复(我方全体) & 伤害削减(我方全体/3T)	对敌方全体造成伤害 & MP回复(我方全体) & 伤害削减(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90187/shortDescription/baseline	5e8c77bce622dc8de31642e37b9071c122756281c4a28c46295cd07058eb127f			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
631	pass19	cardMagiaMap.json	dict_key	90189	shortDescription	对敌方全体造成属性强化伤害 & 攻击力提升(自身/3T) & Blast 伤害提升(我方全体/3T)	对敌方全体造成属性强化伤害 & 攻击力提升(自身/3T) & Blast 伤害提升(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90189/shortDescription/baseline	bdc8eda00363fa8fbea5734727e499e8dee81cf9c43f71680c1af181a58d031f			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
632	pass19	cardMagiaMap.json	dict_key	90190	shortDescription	对敌方全体造成伤害 & 技能加速(我方全体/1T)	对敌方全体造成伤害 & 技能加速(我方全体/1T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90190/shortDescription/baseline	6a56daa302fcea248d3bb3831b5bef6a629d44a5b8d76e9a90206bd63d9c38a1			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
633	pass19	cardMagiaMap.json	dict_key	90195	shortDescription	对敌方全体造成伤害 & Accele MP提升(我方全体/3T)	对敌方全体造成伤害 & Accele MP提升(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90195/shortDescription/baseline	1be3ee7d8a7428cf247c27899d03248484184b739919944af0f0432d1ac31c3e			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
634	pass19	cardMagiaMap.json	dict_key	90196	shortDescription	对敌方单体造成属性强化伤害[Ⅲ] & Charge后伤害提升(我方全体/3T) & 解除异常状态(我方全体)	对敌方单体造成属性强化伤害[Ⅲ] & Charge后伤害提升(我方全体/3T) & 解除异常状态(我方全体)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90196/shortDescription/baseline	c1326c02fa979ba9c0073aff9edc9592218e44bddd3accd1b67f4d889b3eca24			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
635	pass19	cardMagiaMap.json	dict_key	90197	shortDescription	对敌方全体造成伤害[Ⅲ] & 必定赋予雾(敌方全体/3T) & Blast 伤害下降(敌方全体/3T)	对敌方全体造成伤害[Ⅲ] & 必定赋予雾(敌方全体/3T) & Blast 伤害下降(敌方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90197/shortDescription/baseline	cef0a8017fb007e3b0863362fa62c01790aa20b85169dbf08905f98eab39d246			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
636	pass19	cardMagiaMap.json	dict_key	90198	shortDescription	对敌方单体造成伤害[Ⅴ] & 必定挑衅 & 概率回避(自身/1T) & 防御力提升(我方全体/3T)	对敌方单体造成伤害[Ⅴ] & 必定挑衅 & 概率回避(自身/1T) & 防御力提升(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90198/shortDescription/baseline	a761b5b7d5d21c83a286d236e96f9257c560e8d184b12ad0b8a37f4e29a229f8			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
637	pass19	cardMagiaMap.json	dict_key	90202	shortDescription	对敌方单体造成伤害[Ⅱ] & HP自动回复(我方全体/3T) & 解除异常状态(我方全体)	对敌方单体造成伤害[Ⅱ] & HP自动回复(我方全体/3T) & 解除异常状态(我方全体)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90202/shortDescription/baseline	30251bd59c8f15a13429f0f30973e67dbb3d9868bd7362a1e01f99392f323f05			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
638	pass19	cardMagiaMap.json	dict_key	90203	shortDescription	随机3次造成伤害[Ⅴ]	随机3次造成伤害[Ⅴ]	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90203/shortDescription/baseline	cac11d7af2d270aa64b505bfa1f7cebb26ce72064d57f68486e7ee69e495cb91			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
639	pass19	cardMagiaMap.json	dict_key	90206	shortDescription	对敌方全体造成伤害[Ⅳ] & 解除异常状态(我方全体) & HP回复(我方全体)	对敌方全体造成伤害[Ⅳ] & 解除异常状态(我方全体) & HP回复(我方全体)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90206/shortDescription/baseline	80afe4c5559ec645d0af87e8f5922656cb9a3330edf2499eee1dc59e88516d1d			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
640	pass19	cardMagiaMap.json	dict_key	90214	shortDescription	对敌方全体造成伤害[Ⅰ] & 概率赋予诱惑(敌方全体/1T)	对敌方全体造成伤害[Ⅰ] & 概率赋予诱惑(敌方全体/1T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90214/shortDescription/baseline	6f2c9fee0979caf0ab49767199fcf8db8404bf0a759062e90e30aabaa02557c2			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
641	pass19	cardMagiaMap.json	dict_key	90225	shortDescription	对敌方单体造成伤害[Ⅴ] & 解除异常状态(我方全体)	对敌方单体造成伤害[Ⅴ] & 解除异常状态(我方全体)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90225/shortDescription/baseline	2730fbfe6d2690b3eb69f9fe2f3dba42209c4e15afd347be4fe4ed01dca8eb55			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
642	pass19	cardMagiaMap.json	dict_key	90235	shortDescription	必定赋予诅咒 & 必定赋予毒 & 必定Magia封印(敌方全体/1T) & 攻击力提升(我方全体/1T) & 诅咒自身(1T)	必定赋予诅咒 & 必定赋予毒 & 必定Magia封印(敌方全体/1T) & 攻击力提升(我方全体/1T) & 诅咒自身(1T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90235/shortDescription/baseline	0f176a0553ccab0a02ee4855fcab932af854b47b79d87e3e6ba6ad3b790c2bc6			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
643	pass19	cardMagiaMap.json	dict_key	90239	shortDescription	对敌方全体造成伤害[Ⅴ] & 概率暴击(我方全体/3T) & MP回复(我方全体)	对敌方全体造成伤害[Ⅴ] & 概率暴击(我方全体/3T) & MP回复(我方全体)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90239/shortDescription/baseline	5f83312837cee1d97683a17f71965729170dc615ce4984cb3761d3f39f5b5870			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
644	pass19	cardMagiaMap.json	dict_key	90251	shortDescription	对敌方全体造成伤害[Ⅵ] & 束缚(敌方全体/1T)	对敌方全体造成伤害[Ⅵ] & 束缚(敌方全体/1T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90251/shortDescription/baseline	5e390c27745fec5117b9b6c81137afcae90e96ce05e121ba5098b0836f69532f			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
645	pass19	cardMagiaMap.json	dict_key	90254	shortDescription	对敌方单体造成伤害[Ⅶ] & 必定赋予诱惑 & 诅咒 & 黑暗(敌方单体/1T) & 解除状态强化 & 攻击力提升(我方全体/1T)	对敌方单体造成伤害[Ⅶ] & 必定赋予诱惑 & 诅咒 & 黑暗(敌方单体/1T) & 解除状态强化 & 攻击力提升(我方全体/1T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90254/shortDescription/baseline	547e5c189fb70e49c389aa3185ee3734af6b21bd8ab2f96f4253440e15b35eed			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
646	pass19	cardMagiaMap.json	dict_key	90255	shortDescription	对敌方单体造成伤害[Ⅷ] & 必定赋予诱惑 & 诅咒 & 黑暗(敌方单体/1T) & 解除状态强化 & 攻击力提升(我方全体/1T)	对敌方单体造成伤害[Ⅷ] & 必定赋予诱惑 & 诅咒 & 黑暗(敌方单体/1T) & 解除状态强化 & 攻击力提升(我方全体/1T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90255/shortDescription/baseline	1578034ef00a889c98fb25a0d4fcff50a7869d50a174311758577a0bce4d4b8b			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
647	pass19	cardMagiaMap.json	dict_key	90271	shortDescription	对敌方单体造成属性强化伤害[Ⅶ] & 必定技能封印(单个/2T) & Accele MP提升 & 回避无效(我方全体/3T)	对敌方单体造成属性强化伤害[Ⅶ] & 必定技能封印(单个/2T) & Accele MP提升 & 回避无效(我方全体/3T)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90271/shortDescription/baseline	da38b83f33a4bd5ab6d6f0ff947a11052935156167d2299c97ac51079471e9b5			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
648	pass19	cardMagiaMap.json	dict_key	90276	shortDescription	对敌方全体造成伤害[Ⅶ] & 概率赋予迷惑(敌方全体/1T) & 解除Debuff(我方全体)	对敌方全体造成伤害[Ⅶ] & 概率赋予迷惑(敌方全体/1T) & 解除Debuff(我方全体)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90276/shortDescription/baseline	725c0629d71e27b5aef1f54b7fa7e0e6d380c3f392b36877806d68806cea1a7d			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
649	pass19	cardMagiaMap.json	dict_key	90277	shortDescription	对敌方单体造成伤害[Ⅴ] & MP获得量下降 & 防御力下降(敌方单体/3T) & HP回复(自身)	对敌方单体造成伤害[Ⅴ] & MP获得量下降 & 防御力下降(敌方单体/3T) & HP回复(自身)	false	true	true	pre_llm_baseline	pre_llm_baseline_strict_mechanical_equivalence	transcript_replay_remaining_cardMagia_highrisk_208.tsv/90277/shortDescription/baseline	f1fce885cab58178f55ac39ffbe97b2a89ee641c89c3b2884c86cc9b6c2b7029			closed equivalence plus exact numeric/Roman, target, turn and direction signatures; provenance-only
