sequence	file	key	field	before	after	method	score	match_ratio	evidence	source_ja	release_source
4153	pieceList.json	1890	description	为了追逐梦想、获得自由而支付的代价。＠与魔法少女签订契约，是我自己选择的命运，我从不后悔。＠但无论如何，都绝不能让姐姐也走上这条路。＠牺牲、辛苦、烦恼……所有一切，都由我一人承担。	为了追求梦想，为了获得自由而付出的代价＠成为魔法少女的契约，是我选择的命运，没有为此而后悔＠但是，绝对不能让姐姐做魔法少女＠哪怕牺牲也好，辛苦也好，懊恼也好，一切都由我来承担	wiki_memoria_keyed	98	1.0	memoria.json number=1890 desc_zh	夢を追うため、自由を得るために支払った代償\n\n魔法少女の契約は私が選んだ運命であり、後悔などはない\n\nしかし、それは決して姉にさせてはならない\n\n犠牲も、辛苦も、懊悩も、何もかもすべて私が引き受ける	wiki_authority
4154	pieceList.json	1891	description	无论什么时候，你都一直陪在我身边。＠可如今，即使伸出手想要触碰，你也那么遥远，怎么都够不到。＠即便如此，我仍愿相信，此刻涌上胸口的思念能够传到你那里。＠我会再努力一阵子。	无论何时，你总是陪在我身边＠可如今，就算想触碰，也遥不可及＠尽管如此，我还是愿意相信，涌上心头的想法已经传达到你那边了＠所以，我会为此再努力一把	wiki_memoria_keyed	98	1.0	memoria.json number=1891 desc_zh	どんな時でも、傍らにはいつもあんたがいた\n\nでも今は、触れようとしても遠くて、手が届かない\n\nそれでも、この胸にこみ上げている想いは届いていると信じたい\n\nあたしはもう少し、頑張ってみるよ	wiki_authority
4155	pieceList.json	1891	pieceName	莱拉兹之影	莱瓦尔之影	wiki_memoria_keyed	98	1.0	memoria.json number=1891 name_zh	レーラズの影	wiki_authority
4156	pieceList.json	1892	description	姐姐说完那段不问自答的话后，靠在妹妹肩头发出安稳鼻息。＠仿佛是拼命挤出所有开朗，终于累得筋疲力尽。＠妹妹心中充满幸福，嘴角也自然浮现笑容。＠对两个人而言，此刻正是最满足的时光。	结束了问话的姐姐，靠在妹妹的肩膀上屏息＠简直就像拼命地挥洒着阳光，变得疲惫不堪一样＠幸福充盈着妹妹的心扉，自然地露出了笑容＠对两个人来说，现在是比任何都满足的时光	wiki_memoria_keyed	98	1.0	memoria.json number=1892 desc_zh	問わず語りを終えた姉は、妹の肩で寝息を立てる\n\nまるで、懸命に陽気さを振り絞って、疲れ果てたように\n\n妹の心は幸せに溢れ、自然と笑みがこぼれる\n\nふたりにとって、今が何よりも満ち足りた時間	wiki_authority
4157	pieceList.json	1892	pieceName	姐妹之夜渐深	姐妹的夜更深了	wiki_memoria_keyed	98	1.0	memoria.json number=1892 name_zh	姉妹の夜は更けて	wiki_authority
4158	pieceList.json	1893	pieceName	行走沙漠之人	沙漠行者	wiki_memoria_keyed	98	1.0	memoria.json number=1893 name_zh	砂漠を歩む者	wiki_authority
4159	pieceList.json	1894	description	嘶鸣声响彻天空，女武神的天马随之现身。＠它强而有力地踏着风疾驰，转瞬便冲破厚重云层。＠凡仰望这威严身姿之人，心中无不涌起敬意与畏惧。＠向着彩虹桥进发吧，直至抵达世界树。	伴随着响彻天际的嘶鸣，女武神的天马现身了＠乘风全力奔驰，瞬间穿透厚重的云层＠仰望其威容，无人不生出敬畏之心＠向着彩虹桥行进吧，去往世界树之处	wiki_memoria_keyed	98	1.0	memoria.json number=1894 desc_zh	いななきが空より響き渡ると、戦乙女の天馬が姿を現す\n\n風を力強く踏みしめて疾駆し、たちまち厚い雲を突き抜ける\n\nその威容を仰ぎ見れば、誰もが畏敬と畏怖を心に抱く\n\n虹の橋を目指して、いざ行かん、ユグドラシルまで	wiki_authority
4160	pieceList.json	1894	pieceName	天马飞驰	天马行空	wiki_memoria_keyed	98	1.0	memoria.json number=1894 name_zh	天馬駆ける	wiki_authority
4161	pieceList.json	1895	description	明明只是一朵毫不稀奇、随处可见的花，＠却被赋予了特殊的意义……＠人们仿佛抓住希望般向这朵蓝花祈祷、做梦，＠如同沉溺于有害药物，借此逃离现实。	它不过是一朵不稀罕的寻常的花＠但它却被赋予了特别的意义……＠紧抓着希望的人们向这朵蓝花祈祷、做梦＠如同沉溺于不良药物、逃避现实那般	wiki_memoria_keyed	98	1.0	memoria.json number=1895 desc_zh	めずらしくとも何ともないありふれた花にすぎなかったのに\n\nこの花には特別な意味がもたらされた…\n\n希望に縋るように人々はこの青い花へ祈り、夢を見る\n\n悪い薬に溺れて現実から逃避するかのように	wiki_authority
4162	pieceList.json	1895	pieceName	灰归泥土，而后化作花朵	尘归于土，土更护花	wiki_memoria_keyed	98	1.0	memoria.json number=1895 name_zh	灰は土に還り、そして花へ	wiki_authority
4163	pieceList.json	1896	description	从小我就知道，自己与别人稍微有些不同。＠每当我能够做到某件事，“我”就会一次次被从自己手中夺走。＠如果回应期待，反而再也没有人真正看见我，＠那我宁愿继续做那个什么都做不到的自己……在这片浅眠中渐渐迟钝。	从小我就知道自己与其他人有些不同＠每当我完成些什么，从我身上就有一部分我被夺走＠如果回应了你们的期待，便不会再有人注视我＠我宁可一事无成…在这倦怠中慢慢驽钝	wiki_memoria_keyed	98	1.0	memoria.json number=1896 desc_zh	他の人と自分が少し違うのは幼い頃から知っていました\n\n何かができてしまうと、その度に私から私は奪われました\n\n期待に応えると私を見てくれなくなるというのなら\n\n私はできない私でいたい…このまどろみの中で鈍っていきたい	wiki_authority
4164	pieceList.json	1896	pieceName	能够保持普通的宁静时光	卸去身份的安稳时光	wiki_memoria_keyed	98	1.0	memoria.json number=1896 name_zh	普通でいられる穏やかな時	wiki_authority
4165	pieceList.json	1897	description	每当我被击败，她总会向我伸出手。＠她对我来说，一直是特别的存在。＠所以我才想，至少只有我一定要帮助她。＠明明只是这样……为什么我却不能成为你心中特别的人？	每当我感到失败时，她总是向我伸出援手＠她对我来说是那么特别的存在＠所以我只想帮助她，仅此而已＠但为什么我不能成为你心中的特别之人呢？	wiki_memoria_keyed	98	1.0	memoria.json number=1897 desc_zh	打ち負かされたとき、いつも彼女が手を差し伸ばしてくれた\n\n彼女はあたしにとっての特別な存在だった\n\nだからあたしは、あたしだけは彼女を助けてあげたかった\n\nそれだけなのに…どうしてあたしはあんたの特別になれないの？	wiki_authority
4166	pieceList.json	1897	pieceName	曾渴望成为特别的人	曾想要变得特别	wiki_memoria_keyed	98	1.0	memoria.json number=1897 name_zh	特別になりたかった	wiki_authority
4167	pieceList.json	1898	description	第一次，我成功支撑了你……第一次，我终于能与你并肩……＠我这一生都不会忘记最终抵达的这个地方。＠不会忘记你颤抖得那么厉害，不抱紧就仿佛会碎掉，＠更不会忘记，原来你也只是一个普通女孩……	第一次相互支撑……第一次比肩并行之后抵达的这个地方……＠应该一辈子都不会忘记吧＠不断颤抖，仿佛不紧紧抱住就会破碎一样＠最重要的是，你只是一个普通的女孩子……	wiki_memoria_keyed	98	1.0	memoria.json number=1898 desc_zh	はじめて支えることができた…はじめて横に並べた…\n\nそしてたどり着いたこの場所を生涯忘れることはないだろう\n\nひどく震えていたことも、抱き締めないと壊れそうだったことも\n\n何よりあんたが普通の女の子だったことも…	wiki_authority
4168	pieceList.json	1898	pieceName	两人的终点耀眼夺目	两人的终点闪着光芒	wiki_memoria_keyed	98	1.0	memoria.json number=1898 name_zh	ふたりの終着地はまばゆく	wiki_authority
4169	pieceList.json	1899	description	那副身姿如此神圣，足以让看见的人萌生信仰。＠已经什么都不必思考，只需跟在她身后即可。＠这样便能抵达香巴拉……＠人们将所有重担交付出去，由此得到救赎。	那身姿过于神圣，令观众心生信仰＠已无需再思考，只需追随其后＠仅此便能抵达香巴拉…＠如此人们转移走所有的负担，得到了救赎	wiki_memoria_keyed	98	1.0	memoria.json number=1899 desc_zh	その姿はあまりにも神々しく、見る者に信仰を芽生えさせる\n\nもはや何も考えなくていい、ただ後ろについていけばいい\n\nそれだけでシャンバラへたどり着く…\n\nそうしてすべての重荷を預けて、人々は救われていく	wiki_authority
4170	pieceList.json	1899	pieceName	不由得依赖的光	不禁追随的光芒	wiki_memoria_keyed	98	1.0	memoria.json number=1899 name_zh	縋ってしまった光	wiki_authority
4171	pieceList.json	1900	description	面对日复一日的困境，她以对未来的希望为支柱，努力活了下来。＠即使经历与妹妹悲痛的永别，她仍继续活着。＠自伊斯沃尔而来的、讨伐魔女的女武神。＠怀抱受托的思念，爱做梦的奥尔加今天也挥舞长枪。	面对夜以继日的困苦，她用对未来的希望支撑着自己＠即使经历了与妹妹的悲伤离别，她也依旧活了下去＠始于伊思沃尔的讨伐魔女的女武神＠将托付的思念藏于心中，做梦的奥尔加今日仍在挥舞长枪	wiki_memoria_keyed	98	1.0	memoria.json number=1900 desc_zh	日々の苦境を前にして、彼女は未来への希望を支えに生き抜いた\n\n妹との悲しい別離を経ても、彼女は生き続けた\n\nイスヴォルより現れた、魔女を討つワルキューレ\n\n託された想いを胸に、今日も槍を振るう夢見がちのオルガ	wiki_authority
4172	pieceList.json	1901	description	面对日复一日的困境，她以姐姐的梦想为支柱，努力活了下来。＠即使签下奉献一生的契约，她仍继续战斗。＠自伊斯沃尔而来的、讨伐魔女的维京战士。＠为了实现梦想，追梦的冈希尔德今天也挥舞战斧。	面对夜以继日的困苦，她用姐姐的梦想支撑着自己＠即使定下了献上人生的契约，她也依旧持续着战斗＠始于伊思沃尔的讨伐魔女的维京战士＠为了实现梦想，追梦的冈希尔德今日仍在挥舞双斧	wiki_memoria_keyed	98	1.0	memoria.json number=1901 desc_zh	日々の苦境を前にして、彼女は姉の夢を支えに生き抜いた\n\n人生を捧げる契約を経ても、彼女は戦い続けた\n\nイスヴォルより現れた、魔女を討つヴァイキング\n\n夢の実現を目指し、今日も斧を振るう夢追いのガンヒルト	wiki_authority
4173	pieceList.json	1902	description	“用力荡的话，好像会一下子翻过去……有点害怕……”＠“稍微有些意外。我还以为环同学是很果断的人。”＠“才没有，呀！刚才好像晃了一下……！”＠“我会扶着你，不用担心，试着用力荡起来吧？”	“如果用力的话就会转过来……可能有点害怕……”＠“有点意外。我还以为环同学是个果断的人。”＠“怎么会，哇啊，可能有点湿滑…！”＠“我会支持你的，不要在意试着顺势来吧？”	wiki_memoria_keyed	98	1.0	memoria.json number=1902 desc_zh	「強くこいだらクルって回りそう…ちょっと怖いかも…」\n\n「少し意外。環さんは思い切りが良い方だと思ってた」\n\n「そんなことな、キャッ、ちょっとグラってしたかも…！」\n\n「サポートするから、気にせず勢いよくこいでみよう？」	wiki_authority
